id,releasedate,title,genre,budget,revenue,year,has_trailer
5375,2012-07-13,Cocktail,Romantic Comedy,,"$1,027,121",2012,False
5376,2016-12-31,Coco,Drama,,$0,2016,False
5377,2017-11-22,Coco,Adventure,,$0,2017,False
5378,2009-09-25,Coco avant Chanel,Drama,"$23,000,000","$6,113,834",2009,False
5379,2008-12-31,Coco Chanel,,,$0,2008,False
5380,2010-06-11,Coco Chanel and Igor Stravinsky,Drama,,"$1,725,982",2010,False
5381,2015-12-31,Coconut Hero,Comedy,,$0,2015,False
5382,1985-06-21,Cocoon,Adventure,,"$76,257,348",1985,False
5383,1988-11-23,Cocoon: The Return,Comedy,,"$18,924,919",1988,False
5384,2004-08-06,Code 46,,"$7,500,000","$197,148",2004,False
5385,2017-12-31,Code 8,Thriller/Suspense,,$0,2017,False
5386,2010-08-27,Le code a changé,Comedy,,"$46,714",2010,False
5387,2014-06-20,Code Black,Documentary,,"$190,229",2014,False
5388,2002-12-31,The Code Conspiracy,,,$0,2002,False
5389,2016-11-15,Code: Debugging the Gender Gap,Documentary,,$0,2016,False
5390,1985-09-27,Code Name: Emerald,Action,,"$515,029",1985,False
5391,2016-12-31,Code Name Johnny Walker,Drama,,$0,2016,False
5392,2012-12-31,Code Name Oracle,,,$0,2012,False
5393,2007-01-05,Code Name: The Cleaner,Comedy,"$20,000,000","$8,135,024",2007,False
5394,2017-12-31,Code Name Veil,Drama,,$0,2017,False
5395,2015-12-31,The Code of Cain,Action,,$0,2015,False
5396,2016-05-06,Code of Honor,Action,"$8,000,000",$0,2016,False
5397,1985-05-03,Code of Silence,Action,,"$20,345,361",1985,False
5398,2014-02-04,Code Red,Horror,,$0,2014,False
5399,2009-06-23,The Code,Thriller/Suspense,,$0,2009,False
5400,2001-11-09,Code Unknown,Drama,,"$95,242",2001,False
5401,2012-10-17,Codebreaker,Drama,,$0,2012,False
5402,2015-11-01,CodeGirl,Documentary,,$0,2015,False
5403,2012-08-17,Codependent Lesbian Space Alien Seeks Same,Comedy,,$0,2012,False
5404,2013-05-28,Cody the Robosapien,Adventure,,$0,2013,False
5405,2007-12-31,Le Coeur des hommes 2,Romantic Comedy,,$0,2007,False
5406,2007-04-13,Coeurs,Drama,,"$134,240",2007,False
5407,2004-05-14,Coffee and Cigarettes,Comedy,,"$1,971,135",2004,False
5408,2006-11-10,Coffee Date,,,"$4,412",2006,False
5409,2013-07-09,Coffee Town,Comedy,"$2,000,000",$0,2013,False
5410,2009-12-31,Coffin Rock,,,$0,2009,False
5411,2014-06-20,Coherence,Drama,,"$102,617",2014,False
5412,2011-12-31,Coin Locker Babies,Drama,,$0,2011,False
5413,2016-12-31,Çok Uzak Fazla Yakın,Drama,,$0,2016,False
5414,2015-06-05,The Cokeville Miracle,Drama,,"$1,348,630",2015,False
5415,2017-12-31,Cold,Thriller/Suspense,,$0,2017,False
5416,1997-11-07,Cold Around the Heart,,,$552,1997,False
5417,2014-01-10,Cold Comes the Night,Thriller/Suspense,,$0,2014,False
5418,1996-05-10,Cold Comfort Farm,Comedy,,"$5,682,429",1996,False
5419,2003-09-19,Cold Creek Manor,Thriller/Suspense,,"$21,384,035",2003,False
5420,2007-12-31,A Cold Day in Hell,Comedy,,$0,2007,False
5421,2016-01-05,Cold Deck,Thriller/Suspense,,$0,2016,False
5422,1990-12-31,Cold Dog Soup,Comedy,,$0,1990,False
5423,1989-05-19,Cold Feet,,,"$289,975",1989,False
5424,1996-04-05,Cold Fever,,,"$337,560",1996,False
5425,2014-05-23,Cold in July,Thriller/Suspense,,"$423,223",2014,False
5426,2014-03-14,The Cold Lands,Drama,,$0,2014,False
5427,2012-09-07,The Cold Light of Day,Thriller/Suspense,"$20,000,000","$3,763,583",2012,True
5428,2003-12-25,Cold Mountain,Drama,"$80,000,000","$95,632,614",2003,False
5429,2011-12-31,Cold Skin,Horror,,$0,2011,False
5430,2009-08-07,Cold Souls,Drama,,"$905,209",2009,False
5431,1987-12-11,Cold Steel,Action,,"$285,885",1987,False
5432,2010-05-04,Cold Storage,Thriller/Suspense,,$0,2010,False
5433,1971-01-01,Cold Turkey,,,"$11,000,000",1971,False
5434,2013-11-15,Cold Turkey,Comedy,,$0,2013,False
5435,2012-12-31,Cold War,,,$0,2012,False
5436,2016-07-08,Cold War 2,Action,,"$560,824",2016,False
5437,2011-12-31,Cold Warrior,Thriller/Suspense,,$0,2011,False
5438,2011-02-04,Cold Weather,Thriller/Suspense,,"$143,800",2011,True
5439,2017-05-16,Cold Zone,,,$0,2017,False
5440,1995-09-15,Coldblooded,Comedy,,"$8,423",1995,False
5441,2012-07-31,Cole Younger and The Black Train,,,$0,2012,False
5442,2006-09-18,Colin Fitz Lives!,Comedy,,$0,2006,False
5443,2012-07-06,Collaborator,Comedy,,$0,2012,False
5444,2009-11-06,Collapse,Documentary,,"$56,436",2009,False
5445,2004-08-06,Collateral,Action,"$60,000,000","$100,170,152",2004,False
5446,2016-12-16,Collateral Beauty,Drama,"$36,000,000","$31,016,021",2016,True
5447,2002-02-08,Collateral Damage,Action,"$85,000,000","$40,048,332",2002,False
5448,2012-11-30,The Collection,Horror,"$10,000,000","$6,810,754",2012,False
5449,2009-07-31,The Collector,Horror,"$3,000,000","$7,712,114",2009,False
5450,2008-08-29,College,Comedy,"$6,000,000","$4,694,491",2008,False
5451,2013-03-05,College,Comedy,,$0,2013,False
5452,2014-12-31,College Fright Night,Horror,,$0,2014,False
5453,2008-03-07,College Road Trip,Comedy,,"$45,610,425",2008,False
5454,2017-02-24,Collide,Action,"$29,200,000","$2,280,004",2017,True
5455,2016-03-04,Colliding Dreams,Documentary,,"$78,288",2016,False
5456,2014-01-28,Collision,Thriller/Suspense,,$0,2014,False
5457,2011-12-31,Collision Earth,,,$0,2011,False
5458,2007-06-22,Colma: The Musical,Musical,,"$41,004",2007,False
5459,2015-12-31,Colombia magia salvaje,Documentary,,$0,2015,False
5460,2011-08-26,Colombiana,Thriller/Suspense,"$40,000,000","$36,665,854",2011,True
5461,1994-09-23,Le Colonel Chabert,Drama,,"$238,158",1994,False
5462,2016-04-15,Colonia,Thriller/Suspense,,"$15,709",2016,False
5463,2013-09-20,The Colony,Thriller/Suspense,,$0,2013,False
5464,1986-10-17,The Color of Money,Drama,"$10,000,000","$52,293,000",1986,False
5465,1994-08-19,Color of Night,Thriller/Suspense,,"$19,750,470",1994,False
5466,2006-07-12,The Color of Olives,,,"$1,169",2006,False
5467,2000-03-31,The Color of Paradise,Drama,,"$1,810,145",2000,False
5468,2006-10-27,Color of the Cross,,,"$85,802",2006,False
5469,2014-12-12,The Color of Time,Drama,,$0,2014,False
5470,1985-12-18,The Color Purple,Drama,"$15,000,000","$93,589,701",1985,False
5471,2012-05-18,The Color Wheel,Comedy,,"$13,266",2012,False
5472,1988-04-15,Colors,Action,,"$46,616,067",1988,False
5473,2017-04-07,Colossal,Drama,,"$3,189,184",2017,False
5474,2007-03-23,Colour Me Kubrick: A True...ish Story,Comedy,,"$71,190",2007,False
5475,2008-12-31,Colpo d'occhio,Drama,,$0,2008,False
5476,2012-12-31,The Columbian Connection,Action,,$0,2012,False
5477,2017-08-04,Columbus,,,$0,2017,False
5478,2012-03-06,Columbus Circle,,,$0,2012,False
5479,2009-03-24,Columbus Day,,,$0,2009,False
5480,2012-12-31,Com Um Pouco de Fé,Comedy,,$0,2012,False
5481,1978-02-01,Coma,Thriller/Suspense,,$0,1978,False
5482,2009-06-12,Le combat dans l'île,Thriller/Suspense,,"$50,039",2009,False
5483,2015-05-22,Les combattants,Romantic Comedy,,"$25,229",2015,False
5484,2013-12-31,Combustion,Action,,$0,2013,False
5485,2016-11-11,Come and Find Me,Drama,,$0,2016,False
5486,2001-02-02,Come and See,,,"$9,135",2001,False
5487,2005-04-29,Come Away Home,Drama,,"$72,810",2005,False
5488,2014-07-25,Come Back to Me,Horror,,"$7,744",2014,False
5489,1982-11-12,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",Comedy,,"$177,500",1982,False
5490,1963-06-05,Come Blow Your Horn,,,"$12,705,882",1963,False
5491,2016-12-31,Come diventare grandi nonostante i genitori,Comedy,,$0,2016,False
5492,2011-12-31,Come Drink With Me,,,$0,2011,False
5493,2006-11-10,Come Early Morning,Drama,"$6,000,000","$119,452",2006,False
5494,2017-02-28,Come Hell or High Water: The Battle for Turkey Creek,,,$0,2017,False
5495,2011-12-31,Come Like Shadows,Drama,,$0,2011,False
5496,2012-12-31,Come Morning,Drama,,$0,2012,False
5497,1939-12-31,Come On George!,,,$0,1939,False
5498,2013-03-22,Come Out and Play,Horror,,"$2,638",2013,False
5499,1990-12-23,Come See The Paradise,,,"$865,660",1990,False
5500,1961-08-09,Come September,,,"$12,710,696",1961,False
5501,2015-11-10,Come Simi,Comedy,,$0,2015,False
5502,1949-01-01,Come to the Stable,,,"$8,000,000",1949,False
5503,2015-02-03,Come Together: A Beatles Tribute,Documentary,,$0,2015,False
5504,2007-12-31,Come tu mi vuoi,Comedy,,$0,2007,False
5505,2001-06-29,Come Undone,,,"$325,838",2001,False
5506,2015-06-09,Comeback Dad,Drama,,$0,2015,False
5507,2007-10-19,The Comebacks,Comedy,,"$13,349,927",2007,False
5508,2002-10-11,Comedian,Documentary,,"$2,744,253",2002,False
5509,2017-02-03,The Comedian,Comedy,,"$1,658,706",2017,True
5510,2016-12-31,The Comedianʼs Guide to Survival,Comedy,,$0,2016,False
5511,2005-11-11,The Comedians of Comedy,Concert/Performance,,$354,2005,False
5512,1967-10-31,The Comedians,,,"$5,200,000",1967,False
5513,2007-01-05,Comedy of Power,,,"$80,550",2007,False
5514,2012-11-09,The Comedy,Comedy,,"$41,113",2012,False
5515,1978-10-25,Comes a Horseman,,,$0,1978,False
5516,2014-12-05,Comet,Romantic Comedy,,"$7,194",2014,False
5517,1984-10-12,Comfort and Joy,,,$0,1984,False
5518,1990-01-01,The Comfort of Strangers,,,"$1,244,000",1990,False
5519,1993-04-07,Comic Book Confidential,Documentary,,$0,1993,False
5520,2012-04-06,Comic-Con Episode IV: A Fan's Hope,Documentary,,"$34,665",2012,False
5521,1981-07-24,Comin' at Ya!,,,"$6,704,127",1981,False
5522,2017-03-14,Coming Back to the Hoop,Documentary,,$0,2017,False
5523,1978-01-01,Coming Home,Drama,"$3,000,000","$32,653,000",1978,False
5524,2013-10-29,Coming Home for Christmas,,,$0,2013,False
5525,2016-10-04,Coming Out,,,$0,2016,False
5526,2000-05-12,Coming Soon,,,"$3,742",2000,False
5527,2016-10-14,Coming Through the Rye,Drama,,"$4,000",2016,False
5528,1988-06-29,Coming to America,Comedy,,"$128,152,301",1988,False
5529,2012-11-09,Coming Up Roses,Drama,,"$20,567",2012,False
5530,2016-12-31,The Coming War on China,Documentary,,$0,2016,False
5531,2016-07-19,Comix: Beyond the Comic Book Pages,Documentary,,$0,2016,False
5532,2016-09-14,Command and Control,Documentary,,"$57,635",2016,False
5533,2009-11-03,Command Performance,,,$0,2009,False
5534,1997-05-02,Commandments,Comedy,,"$548,562",1997,False
5535,1985-10-04,Commando,Action,"$10,000,000","$35,073,978",1985,False
5536,2013-12-31,Commando,Action,,$0,2013,False
5537,2016-12-31,Commando 2,Drama,,$0,2016,False
5538,2008-12-31,Comme les autres,Comedy,,$0,2008,False
5539,2015-12-31,Comme un avion,Comedy,,$0,2015,False
5540,2014-06-20,Comme un chef,Comedy,,"$342,667",2014,False
5541,2005-04-01,Comme une image,Drama,,"$1,736,499",2005,False
5542,2003-02-07,Comment Ma Mere Accoucha de Moi Durant,,,"$300,000",2003,False
5543,1991-08-14,The Commitments,Drama,,"$13,955,001",1991,False
5544,2000-04-28,Committed,,,"$31,844",2000,False
5545,2013-05-21,A Common Man,Thriller/Suspense,,$0,2013,False
5546,2006-05-05,Commune,Documentary,,"$41,714",2006,False
5547,1989-01-01,Communion,,,"$1,919,000",1989,False
5548,2018-01-12,The Commuter,Thriller/Suspense,,$0,2018,False
5549,1993-02-17,Como agua para chocolate,Drama,,"$21,656,534",1993,False
5550,2017-12-31,Como la Espuma,Romantic Comedy,,$0,2017,False
5551,2016-01-08,Comoara,Comedy,,"$48,508",2016,False
5552,2016-04-22,Compadres,Comedy,"$3,000,000","$3,127,773",2016,True
5553,2005-12-31,Company 9,,,$0,2005,False
5554,1991-09-06,Company Business,Thriller/Suspense,,"$1,270,483",1991,False
5555,2008-02-19,Company K,Drama,,$0,2008,False
5556,2001-03-09,Company Man,Comedy,"$12,000,000","$146,028",2001,False
5557,2011-01-21,The Company Men,Drama,,"$4,444,612",2011,True
5558,2013-02-26,Company of Heroes,Action,,$0,2013,False
5559,1985-04-19,The Company of Wolves,Horror,,"$4,389,334",1985,False
5560,2003-12-25,The Company,Drama,"$15,000,000","$2,281,585",2003,False
5561,2013-04-05,The Company You Keep,Thriller/Suspense,,"$5,132,442",2013,False
5562,2014-12-31,Compared to What: The Improbable Journey of Barney Frank,Documentary,,$0,2014,False
5563,2016-12-31,Compass,Adventure,,$0,2016,False
5564,1980-12-03,The Competition,Drama,,"$13,000,000",1980,False
5565,2014-11-11,The Compleat Al,Comedy,,$0,2014,False
5566,2016-08-26,Complete Unknown,Drama,,"$187,145",2016,False
5567,2015-12-31,Le complexe de Frankenstein,Documentary,,$0,2015,False
5568,2012-08-17,Compliance,Drama,"$270,000","$319,285",2012,False
5569,2017-12-31,Cómplices,,,$0,2017,False
5570,1985-08-30,Compromising Positions,Comedy,,"$10,600,000",1985,False
5571,2013-06-21,Compulsion,Thriller/Suspense,,$0,2013,False
5572,2006-05-23,Compulsion,,,$0,2006,False
5573,2013-07-17,Computer Chess,Comedy,,"$102,041",2013,False
5574,1969-12-31,The Computer Wore Tennis Shoes,,,$0,1969,False
5575,1998-09-01,Comrade X,Comedy,,$0,1998,False
5576,1997-06-06,Con Air,Action,"$80,000,000","$101,117,573",1997,False
5577,2010-12-31,The Con Artist,,,$0,2010,False
5578,2011-08-19,Conan the Barbarian,Action,"$90,000,000","$21,295,021",2011,True
5579,2011-06-24,Conan O'Brien Can't Stop,Documentary,,"$267,965",2011,False
5580,1982-05-14,Conan the Barbarian,Action,"$20,000,000","$38,264,085",1982,False
5581,1984-06-29,Conan the Destroyer,Action,"$18,000,000","$26,400,000",1984,False
5582,2012-09-18,Conception,Comedy,,$0,2012,False
5583,2014-12-05,Concerning Violence,Documentary,,"$12,680",2014,False
5584,2003-10-03,Concert for George,,,"$70,000",2003,False
5585,2010-07-30,Le Concert,Drama,,"$926,009",2010,False
5586,2015-12-31,Concerto - A Beethoven Journey,Documentary,,$0,2015,False
5587,2010-11-23,Concerto Alle Nazioni Unite,Concert/Performance,,$0,2010,False
5588,2015-12-31,The Concessionaires Must Die!,Comedy,,$0,2015,False
5589,1997-09-26,La conciergerie,,,"$160,944",1997,False
5590,2010-10-26,Concierto Para Un Pueblo Dominicano,Concert/Performance,,$0,2010,False
5591,1979-01-01,The Concorde: Airport '79,,,"$13,000,000",1979,False
5592,1982-09-03,The Concrete Jungle,Thriller/Suspense,,"$5,664,557",1982,False
5593,2013-10-04,Concussion,Drama,,"$38,361",2013,False
5594,2015-12-25,Concussion,Drama,"$35,000,000","$34,531,832",2015,True
5595,2013-03-26,Un condamné à mort s'est échappé ou Le vent souffle où il veut,Drama,,$0,2013,False
5596,2015-11-13,Condemned,Horror,,$0,2015,False
5597,2015-11-06,The Condemned 2,Action,,$0,2015,False
5598,2007-04-27,The Condemned,Action,,"$7,371,706",2007,False
5599,2013-03-01,Los Condenados,Thriller/Suspense,,"$3,489",2013,False
5600,2011-12-31,Condition Dead,Action,,$0,2011,False
5601,2000-03-10,Condo Painting,,,"$5,373",2000,False
5602,1981-08-07,Condorman,Action,,$0,1981,False
5603,1993-07-23,Coneheads,Comedy,,"$21,153,686",1993,False
5604,2015-09-27,Confession of a Child of the Century,Drama,,$0,2015,False
5605,2016-12-31,The Confession,Documentary,,$0,2016,False
5606,1995-01-01,"Confessional, Le",Drama,,"$575,001",1995,False
5607,2016-12-31,Le Confessioni,Thriller/Suspense,,$0,2016,False
5608,2004-02-27,Confessions of a Burning Man,,,$0,2004,False
5609,2002-12-31,Confessions of a Dangerous Mind,Drama,"$29,000,000","$16,007,718",2002,False
5610,2009-08-14,Confessions of a Ex-Doofus-Itchy Footed Mutha,Adventure,,"$2,310",2009,False
5611,2015-03-24,Confessions of a Prodigal Son,Drama,,$0,2015,False
5612,2009-02-13,Confessions of a Shopaholic,Romantic Comedy,,"$44,277,350",2009,False
5613,2004-02-20,Confessions of a Teenage Drama Queen,Comedy,"$15,000,000","$29,331,068",2004,False
5614,2008-12-31,Confessions of an Action Star,Comedy,,$0,2008,False
5615,2000-10-20,Confessions of Dr. Sachs,,,"$53,346",2000,False
5616,2015-12-31,The Confessions of Thomas Quick,Documentary,,$0,2015,False
5617,2006-09-15,Confetti,Romantic Comedy,,"$228,498",2006,False
5618,2003-04-25,Confidence,Drama,"$15,000,000","$12,212,417",2003,False
5619,1981-03-15,Confidence,,,$0,1981,False
5620,2004-07-30,Confidences trop intimes,Drama,,"$2,106,677",2004,False
5621,2017-02-03,Confidential Assignment,,,"$475,618",2017,False
5622,2016-06-27,Confirmation,Drama,,$0,2016,False
5623,2016-03-18,The Confirmation,Comedy,,$0,2016,False
5624,2014-08-29,Il conformista,Drama,"$750,000","$59,656",2014,False
5625,2012-03-27,Confucius,Drama,,$0,2012,False
5626,2003-07-11,"Confusion des Genres, La",,,"$49,029",2003,False
5627,2014-12-12,Cong cong na nian,Drama,,"$566,853",2014,False
5628,2016-09-30,I Belonged to You,Romantic Comedy,,"$743,507",2016,False
5629,1995-06-09,Congo,Adventure,"$50,000,000","$81,022,333",1995,False
5630,2005-10-21,"Congo: White King, Red Rubber, Black Death",Documentary,,"$3,238",2005,False
5631,2014-08-29,The Congress,Drama,,"$137,815",2014,False
5632,2016-04-29,The Congressman,Drama,,"$71,451",2016,False
5633,2008-12-31,La Conjura de El Escorial,Drama,,$0,2008,False
5634,2016-06-10,The Conjuring 2: The Enfield Poltergeist,Horror,"$40,000,000","$102,470,008",2016,True
5635,2013-07-19,The Conjuring,Horror,"$20,000,000","$137,400,141",2013,True
5636,2011-09-16,"Connected: An Autobiography about Love, Death & Technology",Documentary,,"$46,782",2011,False
5637,2010-12-17,A Conneticut Yankee in King Arthurs Court,Comedy,,$0,2010,False
5638,2004-04-16,Connie & Carla,Comedy,"$20,000,000","$8,047,525",2004,False
5639,2015-11-10,Conquering the Useless,Documentary,,$0,2015,False
5640,1956-02-21,The Conqueror,,,"$9,000,000",1956,False
5641,1937-10-22,Conquest,,,"$2,100,000",1937,False
5642,1972-01-01,Conquest of the Planet of the Apes,,"$1,700,000","$9,700,000",1972,False
5643,2011-11-11,La conquête,Drama,,"$74,474",2011,False
5644,2009-12-31,Conquistadora,Drama,,$0,2009,False
5645,2006-06-02,The Conrad Boys,Drama,,"$11,001",2006,False
5646,2011-12-31,Consent to Kill,Thriller/Suspense,,$0,2011,False
5647,1992-10-16,Consenting Adults,Drama,,"$21,591,728",1992,False
5648,2016-12-31,Considering Love and Other Magic,Drama,,$0,2016,False
5649,2011-03-22,Consinsual,Drama,,$0,2011,False
5650,2004-12-03,Conspiracy of Silence,Drama,,"$2,598",2004,False
5651,1997-08-08,Conspiracy Theory,Thriller/Suspense,"$80,000,000","$76,118,990",1997,False
5652,1948-12-31,Conspirator,,,$0,1948,False
5653,2011-04-15,The Conspirator,Drama,"$25,000,000","$11,538,204",2011,True
5654,2013-12-31,Conspirators,Action,,$0,2013,False
5655,2005-08-31,The Constant Gardener,Drama,"$25,500,000","$33,579,798",2005,False
5656,2005-02-18,Constantine,Action,"$75,000,000","$75,976,178",2005,False
5657,2011-12-31,Constantine 2,Action,,$0,2011,False
5658,2008-04-18,Constantine's Sword,Documentary,,"$179,507",2008,False
5659,2007-02-02,Constellation,Drama,,"$306,533",2007,False
5660,2012-12-12,Consuming Spirits,Drama,,$0,2012,False
5661,1997-07-11,Contact,Drama,"$90,000,000","$100,920,329",1997,False
5662,2011-09-09,Contagion,Thriller/Suspense,"$60,000,000","$75,658,097",2011,True
5663,2015-12-31,Containment,Horror,,$0,2015,False
5664,2015-07-07,Contamination - Alien arriva sulla Terra,Adventure,,$0,2015,False
5665,1999-07-09,Conte d'automne,Drama,,"$2,082,061",1999,False
5666,2014-06-20,Conte d’été,Comedy,,"$198,791",2014,False
5667,2014-12-19,Conte d'hiver,Drama,,"$23,216",2014,False
5668,2008-11-14,Un conte de Noël,Drama,,"$1,060,922",2008,False
5669,2017-03-01,Contemporary Color,Concert/Performance,,"$15,305",2017,False
5670,2000-10-13,The Contender,Drama,"$9,000,000","$17,804,273",2000,False
5671,2013-01-29,Les Contes de la nuit,Multiple Genres,,$0,2013,False
5672,2014-12-12,Contes immoraux,Drama,,$0,2014,False
5673,2013-12-17,Contest,Drama,,$0,2013,False
5674,1981-09-18,Continental Divide,Romantic Comedy,,"$15,578,000",1981,False
5675,2012-01-13,Contraband,Action,"$25,000,000","$66,528,000",2012,True
5676,2010-09-17,Contracorriente,Drama,,"$108,620",2010,False
5677,2007-07-24,The Contract,,,$0,2007,False
5678,2016-12-09,Contract to Kill,Action,,$0,2016,False
5679,2013-11-22,Contracted,Horror,,"$3,328",2013,False
5680,2015-09-04,Contracted 2,Horror,,$0,2015,False
5681,2007-07-10,The Contractor,Action,,$0,2007,False
5682,2013-12-31,The Contractor,Thriller/Suspense,,$0,2013,False
5683,2011-06-03,Contractor's Routine,Thriller/Suspense,,$0,2011,False
5684,2014-01-14,The Contradictions of Fair Hope,,,$0,2014,False
5685,2011-12-31,Lo contrario al amor,Romantic Comedy,,$0,2011,False
5686,2016-12-31,Contratiempo,Thriller/Suspense,,$0,2016,False
5687,2008-02-29,Contre-Enquete,Drama,,"$11,846",2008,False
5688,2007-10-10,Control,Drama,"$6,400,000","$871,577",2007,False
5689,2009-12-31,Control Alt Delete,,,$0,2009,False
5690,2004-05-21,Control Room,Documentary,,"$2,589,616",2004,False
5691,2007-10-19,Controlled Chaos,,,"$40,289",2007,False
5692,2017-06-06,The Convenient Groom,,,$0,2017,False
5693,2010-06-04,Convention,,,"$1,220",2010,False
5694,2006-10-20,Conventioneers,Comedy,,$0,2006,False
5695,1995-12-01,O Convento,Drama,,"$52,609",1995,False
5696,2016-02-09,Convergence,Thriller/Suspense,,$0,2016,False
5697,1974-04-07,The Conversation,Thriller/Suspense,"$1,600,000","$4,420,000",1974,False
5698,2006-10-27,Conversations with God,Drama,,"$425,045",2006,False
5699,2006-08-11,Conversations with Other Women,Comedy,"$450,000","$379,418",2006,False
